Occupancy Name,Address,NFF GPM,Flow Available,OVAP Score
Lakeview Recreational Center,1013 W Lake AVE,960,Sufficient,27.13
,"Peoria, IL 61614",,,
Lamour Nails,5009 W American Prairie DR,267,Sufficient,32.76
,"Peoria, IL 61615",,,
Land Title Professionals,311 Main ST,799,Sufficient,26.89
,#C,,,
,"Peoria, IL 61602",,,
Lane Bryant,2200 W War Memorial DR,542,Sufficient,29.46
,#A101,,,
,"Peoria, IL 61613",,,
Lariat Club,2232 W Glen AVE,1207,Sufficient,30.8
,"Peoria, IL 61614",,,
Lawnview Apartments,5021 N University ST,2254,Insufficient,32.33
,Building #1,,,
,"Peoria, IL 61614",,,
Lawnview Apartments,5021 N University ST,2254,Insufficient,32.33
,Building #2,,,
,"Peoria, IL 61614",,,
Le Bakery,4700 N University ST,530,Insufficient,32.63
,#14a,,,
,Building #14a,,,
,"Peoria, IL 61614",,,
legacy investment services,6740 N Frostwood PKY,270,Sufficient,29.46
,"Peoria, IL 61615",,,
Lexis Nexis,8512 N Allen RD,0,Insufficient,0
,"Peoria, IL 61615",,,
Lids,2200 W War Memorial DR,256,Sufficient,30.56
,#DU06,,,
,"Peoria, IL 61613",,,
Lightner Group,427 Main ST,1046,Sufficient,25.42
,"Peoria, IL 61603",,,
Lincoln K-8 School,700 Mary ST,2202,Insufficient,33.73
,"Peoria, IL 61603",,,
Lindbergh Middle School,6327 N Sheridan RD,3118,Insufficient,30.43
,"Peoria, IL 61614",,,
Lins message,1014 W main ST,548,Sufficient,35.57
,"peoria, IL 61606",,,
Little Cesear's Pizza,4325 N Sheridan RD,499,Sufficient,33.86
,#4,,,
,"Peoria, IL 61614",,,
Living Waters Church,7229 N Knoxville AVE,1052,Insufficient,32.27
,"Peoria, IL 61614",,,
Longhorn Steakhouse of Peoria,7401 N Grand Prairie DR,2074,Insufficient,29.7
,"Peoria, IL 61615",,,
M & M Recycling,204 Morton ST,2835,Sufficient,34.1
,"Peoria, IL 61603",,,
M&M Tire Detail,901 W Main ST,697,Sufficient,40.82
,#A,,,
,"Peoria, IL 61606",,,
Maaco,4748 N Brandywine DR,900,Sufficient,26.16
,"Peoria, IL 61614",,,
MacDonald Shell #4,9109 N Allen RD,2711,Insufficient,37.4
,"Peoria, IL 61615",,,
Madison Bluff Apartments,2405 W Dr Martin Luther King Jr DR,0,Insufficient,0
,"Peoria, IL 61605",,,
Main Street Liquor,615 W Main ST,1295,Sufficient,36.3
,"Peoria, IL 61606",,,
Manor Care,6900 N Stalworth DR,1067,Insufficient,30.93
,"Peoria, IL 61615",,,
Manual Academy,811 S Griswold ST,6272,Insufficient,31.53
,"Peoria, IL 61605",,,
Marco's Pizza,708 W Glen,679,Sufficient,24.81
,"Peoria, IL 61614",,,
Marcone,8306 N University ST,1062,Sufficient,26.03
,"Peoria, IL 61614",,,
Mariachi,1818 W War Memorial DR,1245,Sufficient,35.81
,"Peoria, IL 61614",,,
Mark Bills Middle School,6001 N Frostwood PKY,2637,Insufficient,30.43
,"Peoria, IL 61615",,,
Mark Twain Hotel,225 NE Adams ST,2107,Sufficient,40.58
,"Peoria, IL 61602",,,
Marquette Building,701 Main ST,4677,Insufficient,31.22
,"Peoria, IL 61602",,,
Marti's Barber shop,201 E Lake AVE,569,Sufficient,36.18
,#D,,,
,"Peoria, IL 61614",,,
Martinis on Water Street,212 SW Water ST,805,Sufficient,31.9
,"Peoria, IL 61603",,,
Maui Jim,1 Aloha LN,6842,Insufficient,28.6
,"Peoria, IL 61614",,,
Maurices,2200 W War Memorial DR,545,Sufficient,31.66
,#BU 04C,,,
,"Peoria, IL 61613",,,
Maxie Beauty Supply,200 N Mac Arthur HWY,234,Sufficient,34.1
,"Peoria, IL 61605",,,
MCCOYS QUALITY SERVICES,1016 W MAIN ST,393,Sufficient,35.2
,#MARKET,,,
,"PEORIA, IL 61606",,,
McDONALDS,1017 W MAIN ST,418,Sufficient,28.97
,"PEORIA, IL 61606",,,
McDonalds,2320 W War Memorial DR,561,Insufficient,24.57
,"Peoria, IL 61614",,,
McDonalds,4007 W Baring TRCE,379,Insufficient,22.73
,"Peoria, IL 61615",,,
McDonalds,2205 N Knoxville AVE,764,Sufficient,22.86
,"Peoria, IL 61603",,,
McMahill and Sons,2118 S Griswold ST,750,Sufficient,24.81
,"Peoria, IL 61605",,,
MD's Sports Bar & Grill,7719 N University ST,1811,Sufficient,31.9
,"Peoria, IL 61614",,,
MedExpress,5038 N Big Hollow RD,734,Sufficient,31.9
,"Peoria, IL 61614",,,
Men's Warehouse,4819 N Rockwood DR,1888,Insufficient,33.73
,"Peoria, IL 61615",,,
Messing Siding,3416 NE Adams ST,431,Sufficient,28.6
,"Peoria, IL 61603",,,
MFC,817 N.E. Adams ST,1046,Insufficient,21.76
,"Peoria, IL 61603",,,
Mi Familia Restaurant,2007 N Wisconsin AVE,569,Sufficient,37.16
,"Peoria, IL 61603",,,
Midwest Multicare,4238 N Knoxville AVE,661,Sufficient,25.67
,"Peoria, IL 61614",,,
Miguel's Hair Salon,3307 N prospect RD,285,Sufficient,32.14
,"peoria, IL 61603",,,
Millworks,7022 N University,1018,Insufficient,34.96
,"Peoria, IL 61614",,,
Mimi nails and Spa,7018 N University ST,624,Sufficient,33.86
,"Peoria, IL 61614",,,
Ming Shee,3510 N University ST,468,Sufficient,28.36
,"Peoria, IL 61614",,,
Ming Spa,2200 W War Memorial DR,325,Sufficient,29.58
,#CU16,,,
,"Peoria, IL 61613",,,
Mirror Mirror Salon,7332 N University,0,Insufficient,0
,"Peoria, IL 61614",,,
MISSION MART THRIFT STORE,1614 W Pioneer PKY,1764,Insufficient,38.87
,"Peoria, IL 61615",,,
Monical's Pizza,4100 W Willow Knolls DR,360,Sufficient,29.7
,#C8,,,
,"Peoria, IL 61615",,,
Monster Pawn,625 W Main ST,1684,Sufficient,39.6
,"Peoria, IL 61606",,,
MONTESSORI ACADEMY,5901 N Prospect RD,1203,Insufficient,20.78
,"Peoria, IL 61614",,,
Montessori School of Peoria,3601 N North ST,2475,Insufficient,33.12
,"Peoria, IL 61604",,,
Mrs. Fields/TCBY,2200 W War Memorial DR,144,Sufficient,29.46
,#CUO2A,,,
,"Peoria, IL 61613",,,
Mt Hawley Bowl,8200 N Hale AVE,1479,Insufficient,35.93
,"Peoria, IL 61604",,,
Muir,911 W main ST,1610,Insufficient,44.67
,"Peoria, IL 61606",,,
Muir omni graphics,911 W main ST,1315,Insufficient,39.23
,#graphics,,,
,"peoria, IL 61606",,,
Mutual Tap,2923 NE Adams ST,844,Sufficient,32.76
,"Peoria, IL 61603",,,
Nation Nails,2200 W War Memorial DR,233,Sufficient,29.46
,#DU10,,,
,"Peoria, IL 61613",,,
NATURAL BALANCE,5901 N Prospect RD,412,Insufficient,0
,#102,,,
,"Peoria, IL 61614",,,
Neff Accounting,4424 N Sheridan RD,1146,Insufficient,31.17
,"Peoria, IL 61614",,,
New Amsterdam,120 SW Water ST,312,Sufficient,29.7
,#B,,,
,"Peoria, IL 61603",,,
New Hope Apartments,301 NE Jefferson AVE,2332,Sufficient,35.33
,"Peoria, IL 61603",,,
New Morning Star Church,413 W John H Gwynn Jr AVE,2160,Insufficient,30.93
,"Peoria, IL 61605",,,
Noble Center,1125 W Lake AVE,918,Sufficient,28.6
,Building #1125,,,
,"Peoria, IL 61614",,,
Northmoor Primary School,1819 W Northmoor RD,1448,Insufficient,33
,"Peoria, IL 61614",,,
Northwoods Mall Office,2200 W War Memorial DR,269,Sufficient,28.48
,"Peoria, IL 61613",,,
Notre Dame High School,5105 N Sheridan RD,4157,Sufficient,30.43
,"Peoria, IL 61614",,,
Novu sushi,5901 N Prospect RD,487,Insufficient,0
,#13,,,
,"Peoria, IL 61614",,,
Nu-Gees Auto Sales,7419 N University ST,362,Sufficient,31.41
,"Peoria, IL 61614",,,
Nut House,311 Main,455,Sufficient,24.44
,#C,,,
,"Peoria, IL 61602",,,
Oak Street Wholesale,6517 N Galena RD,1673,Insufficient,29.21
,"Peoria, IL 61614",,,
Oak Wood Apartments,740 W Joan CT,2546,Insufficient,29.78
,"Peoria, IL 61614",,,
Oasis,5017 W American Prairie DR,0,Insufficient,0
,"Peoria, IL 61615",,,
Oasis,5007 W American Prairie DR,0,Insufficient,0
,"Peoria, IL 61615",,,
Off the Wall,2200 W War Memorial DR,664,Sufficient,31.66
,#AU01B,,,
,"Peoria, IL 61613",,,
Office Max,4100 W Willow Knolls DR,1800,Insufficient,34.96
,#D1,,,
,"Peoria, IL 61615",,,
Old Chicago,7610 N Grand Prairie DR,607,Sufficient,27.74
,"Peoria, IL 61615",,,
Old Orchard Trace Apartments,6012 N Imperial DR,2845,Insufficient,28.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6021 N Imperial DR,4030,Insufficient,32.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6017 N Old Orchard DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6019 N Old Orchard DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6024 N Imperial DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6020 N Imperial DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6016 N Imperial DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6009 N Old Orchard DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Old Orchard Trace Apartments,6007 N Old Orchard DR,2845,Insufficient,29.33
,"Peoria, IL 61614",,,
Olive Garden Italian Reataurant,3915 W War Memorial DR,1650,Insufficient,28.6
,"Peoria, IL 61604",,,
Oliver's Pizza & Pub North,3300 W Willow Knolls DR,788,Insufficient,26.4
,"Peoria, IL 61615",,,
Olympia Bar & Grill,1301 W Pioneer PKY,835,Sufficient,33.86
,#125,,,
,"Peoria, IL 61615",,,
One Fire,214 Pecan ST,697,Insufficient,28.35
,"Peoria, IL 61605",,,
One Stop Shop,1213 E McClure AVE,1597,Sufficient,30.8
,"Peoria, IL 61603",,,
One Technology Plaza,211 Fulton ST,3520,Sufficient,35.2
,"Peoria, IL 61602",,,
One World Eats and Drinks,1245 W Main ST,1610,Insufficient,36.18
,"Peoria, IL 61606",,,
Oreck clean Home Center,4620 N University ST,684,Insufficient,31.53
,#9,,,
,Building #9,,,
,"Peoria, IL 61614",,,
OSF Glen Park Prompt care,5114 N Glen Park PL,1060,Sufficient,28.6
,#100,,,
,"Peoria, IL 61614",,,
OSF Internal Medicine,5114 N Glen Park PL,865,Sufficient,28.35
,#220,,,
,"Peoria, IL 61614",,,
OSF Internal Medicine Pediatric,5114 N Glen Park PL,968,Sufficient,27.5
,#110,,,
,"Peoria, IL 61614",,,
Out of Business,4125 N Sheridan RD,305,Sufficient,23.34
,"Peoria, IL 61614",,,
Out of Business,4125 N Sheridan RD,382,Sufficient,27.62
,"Peoria, IL 61614",,,
out of business,4921 N Glen Park PL,1368,Sufficient,34.47
,"Peoria, IL 61614",,,
Out of Business,2006 S Griswold ST,588,Sufficient,23.89
,"Peoria, IL 61605",,,
Owens Recreational Center,1019 W Lake AVE,2277,Sufficient,30.68
,"Peoria, IL 61614",,,
Pac Sun,2200 W War Memorial DR,0,Insufficient,0
,"Peoria, IL 61613",,,
Packard Plaza,211 NE Adams ST,960,Sufficient,31.41
,"Peoria, IL 61602",,,
PALS Preschool and Kindergarten,700 NE Greenleaf ST,1158,Sufficient,33.6
,"Peoria, IL 61603",,,
Papa John's Pizza,4307 N Sheridan RD,379,Sufficient,29.58
,"Peoria, IL 61614",,,
Payless Shoe Store,2200 W War Memorial DR,398,Sufficient,31.66
,#BU 07,,,
,"Peoria, IL 61613",,,
PCCEO Headstart,923 W Millman ST,1800,Sufficient,31.66
,"Peoria, IL 61605",,,
Peace Brothers Tavern,1900 W Garden ST,569,Sufficient,42.9
,"Peoria, IL 61605",,,
Pearl Vision,2200 W War Memorial DR,481,Sufficient,31.66
,"Peoria, IL 61613",,,
Peoria Academy,2711 W Willow Knolls DR,1062,Insufficient,28.23
,"Peoria, IL 61615",,,
Peoria Ambulatory Surgery,4909 N Glen Park PL,496,Sufficient,28.97
,#2,,,
,"Peoria, IL 61614",,,
Peoria Area Transition Center,607 Main ST,1102,Sufficient,32.27
,"Peoria, IL 61602",,,
Peoria Awning,509 NE Adams ST,844,Sufficient,31.41
,"Peoria, IL 61603",,,
Peoria Barber College,1315 W Garden ST,871,Sufficient,47.06
,"Peoria, IL 61605",,,
Peoria Camera,4700 N University ST,394,Insufficient,31.29
,#64,,,
,Building #64,,,
,"Peoria, IL 61614",,,
Peoria Christian,3506 N California AVE,0,Insufficient,0
,"Peoria, IL 61604",,,
Peoria Civic Center,201 SW Jefferson AVE,8982,Sufficient,46.94
,"Peoria, IL 61602",,,
Peoria County Courthouse,324 Main ST,0,Insufficient,0
,"Peoria, IL 61602",,,
Peoria Hebrew Day School,5614 N University ST,2611,Insufficient,30.31
,"Peoria, IL 61614",,,
Peoria High School,1615 N North ST,6846,Insufficient,31.9
,"Peoria, IL 61604",,,
Peoria Hofbrau Restaurant,2210 NE Jefferson AVE,1207,Sufficient,31.9
,"Peoria, IL 61603",,,
Peoria HomeThai Massage,7014 N University ST,805,Sufficient,33.86
,"Peoria, IL 61614",,,
Peoria Hydromatic,905 W Main ST,1018,Sufficient,32.27
,"Peoria, IL 61606",,,
Peoria links,4408 N Knoxville AVE,569,Sufficient,34.47
,"Peoria, IL 61614",,,
Peoria Lock & Safe,1421 NE Jefferson AVE,705,Sufficient,26.4
,"Peoria, IL 61603",,,
Peoria Polo Club,6000 W War Memorial,7637,Insufficient,44.67
,"Peoria, IL 61615",,,
Peoria Public Library,1137 W Lake AVE,1080,Sufficient,32.04
,"Peoria, IL 61614",,,
Peoria Public Schools Administration Building,3202 N Wisconsin AVE,2410,Insufficient,30.8
,"Peoria, IL 61603",,,
Peoria Public Schools Building and Grounds,1801 N North ST,1755,Insufficient,0
,"Peoria, IL 61604",,,
Peoria Public Schools Stadium,315 E War Memorial DR,0,Insufficient,0
,"Peoria, IL 61614",,,
Peoria Public Schools Transportation Building,1525 W Northmoor RD,2415,Insufficient,30.68
,"Peoria, IL 61614",,,
Peoria Tire & Vulcanizing,8321 N Knoxville AVE,895,Insufficient,36.18
,"Peoria, IL 61615",,,
Pere Marquette,501 Main ST,5582,Insufficient,48
,"Peoria, IL 61602",,,
Pere Marquette Parking Garage,128 SW Monroe ST,4630,Insufficient,23.83
,"Peoria, IL 61602",,,
"Performance Pattern & Machine, Inc.",2412 SW Adams ST,3621,Insufficient,40.53
,"Peoria, IL 61605",,,
Persimmon Lofts,1028 SW Adams ST,0,Sufficient,24.78
,"Peoria, IL 61605",,,
Pettengill Morron House,1212 W Moss AVE,2430,Insufficient,35.57
,"Peoria, IL 61606",,,
Phi Gamma Delta,1301 W Fredonia AVE,1259,Insufficient,24
,"Peoria, IL 61606",,,
Pi Beta Phi,621 N Institute PL,757,Sufficient,21.33
,"Peoria, IL 61606",,,
Pi Kappa Alpha,706 N Institute PL,507,Sufficient,17.67
,"Peoria, IL 61606",,,
Pi Kappa Phi,1530 W Bradley AVE,872,Sufficient,23.33
,"Peoria, IL 61606",,,
Pier One Imports,5115 W Holiday DR,0,Insufficient,0
,"Peoria, IL 61615",,,
"Pine Glen Dental Group, LTD.",838 W Glen AVE,569,Sufficient,22.98
,"Peoria, IL 61614",,,
Pink,2200 W War Memorial DR,425,Sufficient,28.6
,#B101A,,,
,"Peoria, IL 61613",,,
Pioneer Park Building,2000 W Pioneer PKY,144,Insufficient,29.09
,#7,,,
,"Peoria, IL 61615",,,
Pioneer Smokehouse,1112 W pioneer PKY,0,Insufficient,0
,"Peoria, IL 61615",,,
PIONEER SUPPLY,1705 W Pioneer PKY,1183,Insufficient,32.27
,"Peoria, IL 61615",,,
PIP Printing,8325 N Allen RD,4066,Insufficient,32.51
,"Peoria, IL 61615",,,
Plaza Jewelry,712 W Main ST,0,Insufficient,0
,"Peoria, IL 61606",,,
PNC Bank,3429 N prospect RD,1006,Sufficient,24.69
,"Peoria, IL 61603",,,
Po-Boy's on Frostwood,6736 N Frostwood PKY,402,Sufficient,31.9
,"Peoria, IL 61615",,,
Pop Ups Gourment Popcorn,1212 W Bradley AVE,935,Insufficient,32.63
,"Peoria, IL 61606",,,
Popeyes Chicken,1800 N Knoxville AVE,952,Sufficient,28.11
,"Peoria, IL 61603",,,
Potbelly Sandwich Shop,10408 N Centerway DR,305,Sufficient,30.68
,#A,,,
,"Peoria, IL 61615",,,
Potter and Anderson Jeweers,1135 W Glen,600,Sufficient,21.51
,"Peoria, IL 61614",,,
Prestige Barbershop,2200 W War Memorial DR,273,Sufficient,29.46
,#AU07,,,
,"Peoria, IL 61613",,,
Pro Source,7718 N Harker DR,0,Insufficient,0
,"Peoria, IL 61615",,,
Proctor Endowment Home,2724 W Reservoir BLVD,4575,Insufficient,39.2
,"Peoria, IL 61615",,,
Proctor Recreation Center,309 S Dusable,4770,Sufficient,33.6
,"Peoria, IL 61605",,,
Professional Therapy Services,112 NE Madison AVE,356,Sufficient,31.9
,"Peoria, IL 61603",,,
Progressive Insurance Call Center,2918 W Willow Knolls DR,1080,Sufficient,33.86
,"Peoria, IL 61615",,,
ProImage Sports,2200 W War Memorial DR,420,Sufficient,31.66
,#BU 08,,,
,"Peoria, IL 61613",,,
prospect family dental,3408 N prospect RD,422,Sufficient,31.29
,"peoria, IL 61603",,,
prospect Florist,3319 N prospect RD,764,Sufficient,32.02
,"peoria, IL 61603",,,
prospect sound,3318 N prospect RD,1440,Sufficient,30.92
,"peoria, IL 61603",,,
PTC Select,2450 N Knoxville AVE,1162,Sufficient,34.1
,"Peoria, IL 61603",,,
PUMPKIN GLASS,5901 N Prospect RD,422,Insufficient,-21.67
,"Peoria, IL 61614",,,
PV II,8305 N Allen RD,382,Insufficient,0
,#Suite 2,,,
,"Peoria, IL 61615",,,
Qdoba Mexican Grill,1216 W Glen AVE,849,Sufficient,37.4
,"Peoria, IL 61614",,,
Quality Inn & Suites,4112 N Brandywine DR,4269,Sufficient,35.57
,"Peoria, IL 61614",,,
Quantum Health,716 W Main ST W,697,Sufficient,27.62
,"Peoria, IL 61603",,,
Quest High School,2503 N University ST,2339,Insufficient,30.43
,"Peoria, IL 61614",,,
Quest Middle School,2612 N Bootz AVE,2649,Insufficient,32.63
,"Peoria, IL 61604",,,
"QUINN, JOHNSTON, HENDERSON, PRETORIUS & CERULO Law Offices",227 NE Jefferson AVE,2745,Sufficient,29.46
,"Peoria, IL 61603",,,
R& B Productions,7150 N University ST,360,Sufficient,33.86
,"Peoria, IL 61614",,,
Radio Shack,4125 N Sheridan RD,349,Sufficient,27.74
,#5,,,
,"Peoria, IL 61614",,,
RAMSAY AND ASSOCIATES,8428 N Knoxville AVE,1033,Insufficient,26.52
,"Peoria, IL 61615",,,
Red Barn,621 W Glen AVE,624,Sufficient,32.63
,"Peoria, IL 61614",,,
Red Carpet Car Wash,505 NE Jefferson AVE,394,Sufficient,16.13
,"Peoria, IL 61603",,,
Red Carpet Car Wash,711 W Glen,1273,Insufficient,39.33
,"Peoria, IL 61614",,,
Red Lobster,4625 N Sterling AVE,2460,Insufficient,26.89
,"Peoria, IL 61604",,,
Red Roof Inn,1822 W War Memorial DR,5766,Insufficient,35.32
,"Peoria, IL 61614",,,
red wing shoes,4100 W Willow Knolls DR,360,Sufficient,25.91
,#c11,,,
,"Peoria, IL 61615",,,
Redeemer Luthern Church,6801 N Allen RD,2256,Insufficient,0
,"Peoria, IL 61615",,,
Reed John Oral Surgery & Dental,6714 N Frostwood PKY,1207,Insufficient,33.49
,"Peoria, IL 61615",,,
Region National Bank,210 NE Madison AVE,312,Sufficient,32.76
,"Peoria, IL 61603",,,
Regions Bank,4616 N Sterling,980,Insufficient,25.3
,"Peoria, IL 61614",,,
Relics,1219 W Glen AVE,0,Insufficient,0
,"Peoria, IL 61614",,,
Remax Traders,7227 N University ST,255,Sufficient,33.86
,"Peoria, IL 61614",,,
Renovations & Restorations,901 W Main ST,1800,Insufficient,0
,#B,,,
,"Peoria, IL 61606",,,
rescare,6746 N Frostwood PKY,382,Sufficient,29.46
,"Peoria, IL 61615",,,
Residence Inn,2000 W War Memorial DR,2799,Insufficient,38.26
,"Peoria, IL 61614",,,
Ressurrection Cemetery,7519 N Allen RD,0,Insufficient,0
,"Peoria, IL 61615",,,
Richard's On Main,311 Main ST,697,Sufficient,29.94
,"Peoria, IL 61602",,,
RICHARDS BUILDING SUPPLY CO,8710 N Pioneer RD,0,Insufficient,0
,"Peoria, IL 61615",,,
Richwoods High School,6301 N University ST,3223,Sufficient,29.7
,"Peoria, IL 61614",,,
Right Fit Alterations,2200 W War Memorial DR,158,Sufficient,29.46
,#DUO7B,,,
,"Peoria, IL 61613",,,
RIVER CITY BARBER SHOP,2524 W Farrelly AVE,597,Sufficient,35.08
,#C,,,
,"Peoria, IL 61615",,,
Riverside apartments,225 Pecan ST,1800,Insufficient,20.66
,"Peoria, IL 61605",,,
Riverside Community Church,207 NE Monroe ST,9000,Insufficient,49
,"Peoria, IL 61603",,,
Rizzi's,4613 N Sheridan RD,426,Insufficient,0
,"Peoria, IL 61614",,,
"RJS Constructors, Inc.",1030 W Olympia DR,0,Insufficient,29.21
,"Peoria, IL 61615",,,
RK Dixon,8630 N Allen RD,0,Insufficient,0
,"Peoria, IL 61615",,,
Rocket Tire,312 Edmund ST,960,Insufficient,28.23
,"Peoria, IL 61605",,,
Roeker Cabinet,6523 N Galena RD,424,Sufficient,29.47
,"Peoria, IL 61614",,,
Rogers & Holland Jewelers,2200 W War Memorial DR,311,Sufficient,28.36
,#CU10A,,,
,"Peoria, IL 61613",,,
Rogers Supply Company,610 NE Jefferson AVE,1610,Sufficient,31.66
,"Peoria, IL 61603",,,
Rogy's Day Care,6101 N Big Hollow RD,384,Sufficient,25.73
,"Peoria, IL 61614",,,
Rogy's Day Care,1221 NE Glen Oak AVE,755,Sufficient,34.8
,"Peoria, IL 61603",,,
Rogy's South Side Catholic Child Care Center,1010 W Johnson ST,0,Insufficient,0
,"Peoria, IL 61605",,,
Rolling Acres Middle School,5617 N Merrimac AVE,3068,Insufficient,33.73
,"Peoria, IL 61614",,,
Roosevelt Middle School,1704 W Aiken AVE,3989,Insufficient,32.63
,"Peoria, IL 61605",,,
Rose Medical Assc.,209 W RB Garrett,1273,Insufficient,28.84
,"Peoria, IL 61605",,,
Ross Roadhouse,3201 NE Adams ST,986,Sufficient,33
,"Peoria, IL 61603",,,
Roy Ricketts,520 E Lake AVE,1935,Sufficient,27.5
,"Peoria, IL 61614",,,
RSC Roger's Supply Co. HVAC Wholesale,616 NE Jefferson AVE,1678,Insufficient,40.82
,"Peoria, IL 61603",,,
Ruchi,7815 N Knoxville AVE,476,Insufficient,0
,#12,,,
,"Peoria, IL 61615",,,
Rue 21,2200 W War Memorial DR,602,Sufficient,30.68
,"Peoria, IL 61613",,,
Rumburger,8807 N knoxville AVE,101,Sufficient,27.62
,"Peoria, IL 61515",,,
Rumburgers,3127 N Prospect RD,900,Sufficient,37.28
,"Peoria, IL 61603",,,
Running Central,311 SW Water ST,0,Insufficient,0
,"Peoria, IL 61603",,,
Ryan's Muffler and Brake,3915 SW Adams ST,359,Sufficient,34.83
,"Peoria, IL 61605",,,
S & H Floor Covering,100 State ST,249,Sufficient,28.6
,#216,,,
,"Peoria, IL 61602",,,
Saddle Up,116 SW Jefferson AVE,753,Sufficient,31.9
,"Peoria, IL 61605",,,
Sally Beauty,9031 N Allen RD,263,Sufficient,23.59
,"Peoria, IL 61615",,,
Salt Cave,1314 W Pioneer PKY,1014,Sufficient,36.06
,#C,,,
,"Peoria, IL 61615",,,
Salvation Army Day Care,210 Spalding AVE,493,Sufficient,26.4
,"Peoria, IL 61603",,,
Salvation Army Division Office,401 NE Adams ST,854,Sufficient,27.13
,"Peoria, IL 61603",,,
Salvation Army Family Services Fites Building,414 NE Jefferson AVE,1273,Sufficient,29.7
,"Peoria, IL 61603",,,
Salvation Army Office of Veterns Affairs,416 NE Jefferson AVE,900,Sufficient,33.86
,"Peoria, IL 61603",,,
Salvation Army Shelter,417 NE Adams ST,1559,Sufficient,28.6
,"Peoria, IL 61603",,,
Sam Harris Uniform,1021 N Sheridan ST,965,Sufficient,29.33
,"Peoria, IL 61606",,,
Sam Harris Uniform,1021 N Sheridan AVE,1448,Sufficient,26.28
,"Peoria, IL 61606",,,
Sam's Club,4100 W Willow Knolls DR,2606,Sufficient,34.71
,##4,,,
,"Peoria, IL 61615",,,
Schaefer Electric,1020 SW Jefferson AVE,0,Insufficient,0
,"Peoria, IL 61605",,,
Schlarman House,707 NE Madison AVE,2338,Insufficient,0
,"Peoria, IL 61603",,,
Schnucks,10405 N Centerway ST,0,Insufficient,0
,"Peoria, IL 61615",,,
Schnucks,4800 N University ST,2608,Insufficient,42.47
,"Peoria, IL 61614",,,
Sears Dept. Store,2200 W War Memorial DR,3930,Insufficient,39.6
,#998,,,
,"Peoria, IL 61613",,,
Securitas,401 SW Water ST,419,Sufficient,29.45
,#209,,,
,"Peoria, IL 61602",,,
Security Fence Company,2022 S Griswold ST,2193,Sufficient,30.8
,"Peoria, IL 61605",,,
Sentry Security Fasteners,8208 N University ST,1146,Sufficient,30.07
,"Peoria, IL 61614",,,
Sewing Centers,4700 N University ST,750,Insufficient,31.53
,#81,,,
,Building #81,,,
,"Peoria, IL 61614",,,
Sharon Health Care South,3111 W Richwoods BLVD,1195,Insufficient,30.93
,"Peoria, IL 61604",,,
Sharon Health Care Woods,3323 W Richwoods BLVD,1383,Insufficient,32.13
,"Peoria, IL 61604",,,
Shell Gas Station,1108 W main ST,764,Sufficient,27.87
,"peoria, IL 61606",,,
Sherman Liquors,3801 N Sterling AVE,986,Sufficient,35.2
,"Peoria, IL 61604",,,
Sherman's,1215 W Glen AVE,2099,Insufficient,0
,"Peoria, IL 61614",,,
Shermoor Apartments,819 W Shermoor ST,5229,Insufficient,35
,"Peoria, IL 61614",,,
Shermoor Apartments,823 W Shermoor ST,5229,Insufficient,34
,"Peoria, IL 61614",,,
Shermoor Apartments,827 W Shermoor ST,5229,Insufficient,35
,"Peoria, IL 61614",,,
Sherwin Williams,4807 N Rockwood DR,1207,Insufficient,33
,"Peoria, IL 61615",,,
Sherwinn-Williams Paints,3416 N prospect RD,697,Sufficient,30.19
,"peoria, IL 61603",,,
Shoe Dept. Encore,2200 W War Memorial DR,720,Sufficient,31.66
,#C103A,,,
,"Peoria, IL 61613",,,
Short Stop Frye Food And Liquor,1302 E Frye AVE,1597,Insufficient,37.4
,"Peoria, IL 61603",,,
Sigma Alpha Epsilon,1512 W Bradley AVE,738,Sufficient,21.33
,"Peoria, IL 61606",,,
Sigma Chi,1408 W Fredonia AVE,1038,Insufficient,23.33
,"Peoria, IL 61606",,,
Sigma Delta Tau,1510 W Fredonia AVE,1023,Insufficient,23.33
,"Peoria, IL 61606",,,
Sigma Kappa,1418 W Fredonia AVE,854,Sufficient,23.33
,"Peoria, IL 61606",,,
Sigma Nu,1300 W Fredonia AVE,1481,Insufficient,24.33
,"Peoria, IL 61606",,,
Sigma Phi Epsilon,1522 W Fredonia AVE,1050,Insufficient,21.67
,"Peoria, IL 61606",,,
Signature Homes,7227 N University ST,270,Sufficient,33.86
,"Peoria, IL 61614",,,
Simons Mortuary,912 W John H Gwynn Jr AVE,1800,Insufficient,31.53
,"Peoria, IL 61605",,,
Simonson Apartments,1029 N University ST,1909,Sufficient,30
,"Peoria, IL 61614",,,
Skin Dimensions,4909 N Glen Park PL,359,Sufficient,28.23
,"Peoria, IL 61614",,,
